"Year","Month","Geography_Type","Strata","Strata_Name","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
2020,10,Occurrence,Place Type,Hospital,35426,,,10/30/2024
2020,10,Occurrence,Place Type,Freestanding Birth Center,182,,,10/30/2024
2020,10,Occurrence,Place Type,Home,317,,,10/30/2024
2020,10,Occurrence,Place Type,Other/Unknown,64,,,10/30/2024
2020,10,Residence,Total Population,Total Population,35953,,,10/30/2024
2020,10,Residence,Place Type,Hospital,35398,,,10/30/2024
2020,10,Residence,Place Type,Freestanding Birth Center,182,,,10/30/2024
2020,10,Residence,Place Type,Home,317,,,10/30/2024
2020,10,Residence,Place Type,Other/Unknown,56,,,10/30/2024
2020,11,Occurrence,Total Population,Total Population,33399,,,10/30/2024
2020,11,Occurrence,Place Type,Hospital,32922,,,10/30/2024
2020,11,Occurrence,Place Type,Freestanding Birth Center,156,,,10/30/2024
2020,11,Occurrence,Place Type,Home,283,,,10/30/2024
2020,11,Occurrence,Place Type,Other/Unknown,38,,,10/30/2024
2020,11,Residence,Total Population,Total Population,33370,,,10/30/2024
2020,11,Residence,Place Type,Hospital,32902,,,10/30/2024
2020,11,Residence,Place Type,Freestanding Birth Center,156,,,10/30/2024
2020,11,Residence,Place Type,Home,282,,,10/30/2024
2020,11,Residence,Place Type,Other/Unknown,30,,,10/30/2024
2020,12,Occurrence,Total Population,Total Population,33160,,,10/30/2024
2020,12,Occurrence,Place Type,Hospital,32636,,,10/30/2024
2020,12,Occurrence,Place Type,Freestanding Birth Center,164,,,10/30/2024
2020,12,Occurrence,Place Type,Home,311,,,10/30/2024
2020,12,Occurrence,Place Type,Other/Unknown,49,,,10/30/2024
2020,12,Residence,Total Population,Total Population,33097,,,10/30/2024
2020,12,Residence,Place Type,Hospital,32583,,,10/30/2024
2020,12,Residence,Place Type,Freestanding Birth Center,166,,,10/30/2024
2020,12,Residence,Place Type,Home,310,,,10/30/2024
2020,12,Residence,Place Type,Other/Unknown,38,,,10/30/2024
2021,01,Occurrence,Total Population,Total Population,31986,,,10/30/2024
2021,01,Occurrence,Place Type,Hospital,31416,,,10/30/2024
2021,01,Occurrence,Place Type,Freestanding Birth Center,169,,,10/30/2024
2021,01,Occurrence,Place Type,Home,339,,,10/30/2024
2021,01,Occurrence,Place Type,Other/Unknown,62,,,10/30/2024
2021,01,Residence,Total Population,Total Population,31920,,,10/30/2024
2021,01,Residence,Place Type,Hospital,31364,,,10/30/2024
2021,01,Residence,Place Type,Freestanding Birth Center,170,,,10/30/2024
2021,01,Residence,Place Type,Home,338,,,10/30/2024
2021,01,Residence,Place Type,Other/Unknown,48,,,10/30/2024
2021,02,Occurrence,Total Population,Total Population,30096,,,10/30/2024
2021,02,Occurrence,Place Type,Hospital,29587,,,10/30/2024
2021,02,Occurrence,Place Type,Freestanding Birth Center,143,,,10/30/2024
2021,02,Occurrence,Place Type,Home,317,,,10/30/2024
2021,02,Occurrence,Place Type,Other/Unknown,49,,,10/30/2024
2021,02,Residence,Total Population,Total Population,30057,,,10/30/2024
2021,02,Residence,Place Type,Hospital,29558,,,10/30/2024
2021,02,Residence,Place Type,Freestanding Birth Center,143,,,10/30/2024
2021,02,Residence,Place Type,Home,317,,,10/30/2024
2021,02,Residence,Place Type,Other/Unknown,39,,,10/30/2024
2021,03,Occurrence,Total Population,Total Population,34649,,,10/30/2024
2021,03,Occurrence,Place Type,Hospital,34062,,,10/30/2024
2021,03,Occurrence,Place Type,Freestanding Birth Center,176,,,10/30/2024
2021,03,Occurrence,Place Type,Home,355,,,10/30/2024
2021,03,Occurrence,Place Type,Other/Unknown,56,,,10/30/2024
2021,03,Residence,Total Population,Total Population,34597,,,10/30/2024
2021,03,Residence,Place Type,Hospital,34027,,,10/30/2024
2021,03,Residence,Place Type,Freestanding Birth Center,177,,,10/30/2024
2021,03,Residence,Place Type,Home,353,,,10/30/2024
2021,03,Residence,Place Type,Other/Unknown,40,,,10/30/2024
2021,04,Occurrence,Total Population,Total Population,33486,,,10/30/2024
2021,04,Occurrence,Place Type,Hospital,32964,,,10/30/2024
2021,04,Occurrence,Place Type,Freestanding Birth Center,157,,,10/30/2024
2021,04,Occurrence,Place Type,Home,315,,,10/30/2024
2021,04,Occurrence,Place Type,Other/Unknown,50,,,10/30/2024
2021,04,Residence,Total Population,Total Population,33448,,,10/30/2024
2021,04,Residence,Place Type,Hospital,32929,,,10/30/2024
2021,04,Residence,Place Type,Freestanding Birth Center,158,,,10/30/2024
2021,04,Residence,Place Type,Home,315,,,10/30/2024
2021,04,Residence,Place Type,Other/Unknown,46,,,10/30/2024
2021,05,Occurrence,Total Population,Total Population,34373,,,10/30/2024
2021,05,Occurrence,Place Type,Hospital,33809,,,10/30/2024
2021,05,Occurrence,Place Type,Freestanding Birth Center,173,,,10/30/2024
2021,05,Occurrence,Place Type,Home,349,,,10/30/2024
2021,05,Occurrence,Place Type,Other/Unknown,42,,,10/30/2024
2021,05,Residence,Total Population,Total Population,34337,,,10/30/2024
2021,05,Residence,Place Type,Hospital,33778,,,10/30/2024
2021,05,Residence,Place Type,Freestanding Birth Center,173,,,10/30/2024
2021,05,Residence,Place Type,Home,349,,,10/30/2024
2021,05,Residence,Place Type,Other/Unknown,37,,,10/30/2024
2021,06,Occurrence,Total Population,Total Population,34950,,,10/30/2024
2021,06,Occurrence,Place Type,Hospital,34385,,,10/30/2024
2021,06,Occurrence,Place Type,Freestanding Birth Center,188,,,10/30/2024
2021,06,Occurrence,Place Type,Home,334,,,10/30/2024
2021,06,Occurrence,Place Type,Other/Unknown,43,,,10/30/2024
2021,06,Residence,Total Population,Total Population,34926,,,10/30/2024
2021,06,Residence,Place Type,Hospital,34372,,,10/30/2024
2021,06,Residence,Place Type,Freestanding Birth Center,184,,,10/30/2024
2021,06,Residence,Place Type,Home,333,,,10/30/2024
2021,06,Residence,Place Type,Other/Unknown,37,,,10/30/2024
2021,07,Occurrence,Total Population,Total Population,36481,,,10/30/2024
2021,07,Occurrence,Place Type,Hospital,35928,,,10/30/2024
2021,07,Occurrence,Place Type,Freestanding Birth Center,158,,,10/30/2024
2021,07,Occurrence,Place Type,Home,350,,,10/30/2024
2021,07,Occurrence,Place Type,Other/Unknown,45,,,10/30/2024
2021,07,Residence,Total Population,Total Population,36453,,,10/30/2024
2021,07,Residence,Place Type,Hospital,35904,,,10/30/2024
2021,07,Residence,Place Type,Freestanding Birth Center,159,,,10/30/2024
2021,07,Residence,Place Type,Home,350,,,10/30/2024
2021,07,Residence,Place Type,Other/Unknown,40,,,10/30/2024
2021,08,Occurrence,Total Population,Total Population,38373,,,10/30/2024
2021,08,Occurrence,Place Type,Hospital,37756,,,10/30/2024
2021,08,Occurrence,Place Type,Freestanding Birth Center,170,,,10/30/2024
2021,08,Occurrence,Place Type,Home,390,,,10/30/2024
2021,08,Occurrence,Place Type,Other/Unknown,57,,,10/30/2024
2021,08,Residence,Total Population,Total Population,38368,,,10/30/2024
2021,08,Residence,Place Type,Hospital,37753,,,10/30/2024
2021,08,Residence,Place Type,Freestanding Birth Center,171,,,10/30/2024
2021,08,Residence,Place Type,Home,391,,,10/30/2024
2021,08,Residence,Place Type,Other/Unknown,53,,,10/30/2024
2021,09,Occurrence,Total Population,Total Population,37481,,,10/30/2024
2021,09,Occurrence,Place Type,Hospital,36898,,,10/30/2024
2021,09,Occurrence,Place Type,Freestanding Birth Center,165,,,10/30/2024
2021,09,Occurrence,Place Type,Home,369,,,10/30/2024
2021,09,Occurrence,Place Type,Other/Unknown,49,,,10/30/2024
2021,09,Residence,Total Population,Total Population,37464,,,10/30/2024
2021,09,Residence,Place Type,Hospital,36885,,,10/30/2024
2021,09,Residence,Place Type,Freestanding Birth Center,169,,,10/30/2024
2021,09,Residence,Place Type,Home,367,,,10/30/2024
2021,09,Residence,Place Type,Other/Unknown,43,,,10/30/2024
2021,10,Occurrence,Total Population,Total Population,37126,,,10/30/2024
2021,10,Occurrence,Place Type,Hospital,36534,,,10/30/2024
2021,10,Occurrence,Place Type,Freestanding Birth Center,170,,,10/30/2024
2021,10,Occurrence,Place Type,Home,363,,,10/30/2024
2021,10,Occurrence,Place Type,Other/Unknown,59,,,10/30/2024
2021,10,Residence,Total Population,Total Population,37090,,,10/30/2024
2021,10,Residence,Place Type,Hospital,36510,,,10/30/2024
2021,10,Residence,Place Type,Freestanding Birth Center,168,,,10/30/2024
2021,10,Residence,Place Type,Home,361,,,10/30/2024
2021,10,Residence,Place Type,Other/Unknown,51,,,10/30/2024
2021,11,Occurrence,Total Population,Total Population,35499,,,10/30/2024
2021,11,Occurrence,Place Type,Hospital,34910,,,10/30/2024
2021,11,Occurrence,Place Type,Freestanding Birth Center,171,,,10/30/2024
2021,11,Occurrence,Place Type,Home,360,,,10/30/2024
2021,11,Occurrence,Place Type,Other/Unknown,58,,,10/30/2024
2021,11,Residence,Total Population,Total Population,35468,,,10/30/2024
2021,11,Residence,Place Type,Hospital,34881,,,10/30/2024
2021,11,Residence,Place Type,Freestanding Birth Center,172,,,10/30/2024
2021,11,Residence,Place Type,Home,361,,,10/30/2024
2021,11,Residence,Place Type,Other/Unknown,54,,,10/30/2024
2021,12,Occurrence,Total Population,Total Population,36775,,,10/30/2024
2021,12,Occurrence,Place Type,Hospital,36193,,,10/30/2024
2021,12,Occurrence,Place Type,Freestanding Birth Center,164,,,10/30/2024
2021,12,Occurrence,Place Type,Home,363,,,10/30/2024
2021,12,Occurrence,Place Type,Other/Unknown,55,,,10/30/2024
2021,12,Residence,Total Population,Total Population,36678,,,10/30/2024
2021,12,Residence,Place Type,Hospital,36101,,,10/30/2024
2021,12,Residence,Place Type,Freestanding Birth Center,164,,,10/30/2024
2021,12,Residence,Place Type,Home,361,,,10/30/2024
2021,12,Residence,Place Type,Other/Unknown,52,,,10/30/2024
2022,01,Occurrence,Total Population,Total Population,34563,,,10/30/2024
2022,01,Occurrence,Place Type,Hospital,33974,,,10/30/2024
2022,01,Occurrence,Place Type,Freestanding Birth Center,166,,,10/30/2024
2022,01,Occurrence,Place Type,Home,359,,,10/30/2024
2022,01,Occurrence,Place Type,Other/Unknown,64,,,10/30/2024
2022,01,Residence,Total Population,Total Population,34506,,,10/30/2024
2022,01,Residence,Place Type,Hospital,33926,,,10/30/2024
2022,01,Residence,Place Type,Freestanding Birth Center,170,,,10/30/2024
2022,01,Residence,Place Type,Home,357,,,10/30/2024
2022,01,Residence,Place Type,Other/Unknown,53,,,10/30/2024
2022,02,Occurrence,Total Population,Total Population,32013,,,10/30/2024
2022,02,Occurrence,Place Type,Hospital,31500,,,10/30/2024
2022,02,Occurrence,Place Type,Freestanding Birth Center,145,,,10/30/2024
2022,02,Occurrence,Place Type,Home,321,,,10/30/2024
2022,02,Occurrence,Place Type,Other/Unknown,47,,,10/30/2024
2022,02,Residence,Total Population,Total Population,31952,,,10/30/2024
2022,02,Residence,Place Type,Hospital,31443,,,10/30/2024
2022,02,Residence,Place Type,Freestanding Birth Center,145,,,10/30/2024
2022,02,Residence,Place Type,Home,320,,,10/30/2024
2022,02,Residence,Place Type,Other/Unknown,44,,,10/30/2024
2022,03,Occurrence,Total Population,Total Population,35509,,,10/30/2024
2022,03,Occurrence,Place Type,Hospital,34884,,,10/30/2024
2022,03,Occurrence,Place Type,Freestanding Birth Center,185,,,10/30/2024
2022,03,Occurrence,Place Type,Home,379,,,10/30/2024
2022,03,Occurrence,Place Type,Other/Unknown,61,,,10/30/2024
2022,03,Residence,Total Population,Total Population,35394,,,10/30/2024
2022,03,Residence,Place Type,Hospital,34787,,,10/30/2024
2022,03,Residence,Place Type,Freestanding Birth Center,184,,,10/30/2024
2022,03,Residence,Place Type,Home,376,,,10/30/2024
2022,03,Residence,Place Type,Other/Unknown,47,,,10/30/2024
2022,04,Occurrence,Total Population,Total Population,32644,,,10/30/2024
2022,04,Occurrence,Place Type,Hospital,32105,,,10/30/2024
2022,04,Occurrence,Place Type,Freestanding Birth Center,153,,,10/30/2024
2022,04,Occurrence,Place Type,Home,347,,,10/30/2024
2022,04,Occurrence,Place Type,Other/Unknown,39,,,10/30/2024
2022,04,Residence,Total Population,Total Population,32571,,,10/30/2024
2022,04,Residence,Place Type,Hospital,32043,,,10/30/2024
2022,04,Residence,Place Type,Freestanding Birth Center,151,,,10/30/2024
2022,04,Residence,Place Type,Home,347,,,10/30/2024
2022,04,Residence,Place Type,Other/Unknown,30,,,10/30/2024
2022,05,Occurrence,Total Population,Total Population,34118,,,10/30/2024
2022,05,Occurrence,Place Type,Hospital,33592,,,10/30/2024
2022,05,Occurrence,Place Type,Freestanding Birth Center,161,,,10/30/2024
2022,05,Occurrence,Place Type,Home,324,,,10/30/2024
2022,05,Occurrence,Place Type,Other/Unknown,41,,,10/30/2024
2022,05,Residence,Total Population,Total Population,34031,,,10/30/2024
2022,05,Residence,Place Type,Hospital,33509,,,10/30/2024
2022,05,Residence,Place Type,Freestanding Birth Center,159,,,10/30/2024
2022,05,Residence,Place Type,Home,326,,,10/30/2024
2022,05,Residence,Place Type,Other/Unknown,37,,,10/30/2024
2022,06,Occurrence,Total Population,Total Population,34293,,,10/30/2024
2022,06,Occurrence,Place Type,Hospital,33751,,,10/30/2024
2022,06,Occurrence,Place Type,Freestanding Birth Center,150,,,10/30/2024
2022,06,Occurrence,Place Type,Home,353,,,10/30/2024
2022,06,Occurrence,Place Type,Other/Unknown,39,,,10/30/2024
2022,06,Residence,Total Population,Total Population,34201,,,10/30/2024
2022,06,Residence,Place Type,Hospital,33665,,,10/30/2024
2022,06,Residence,Place Type,Freestanding Birth Center,151,,,10/30/2024
2022,06,Residence,Place Type,Home,349,,,10/30/2024
2022,06,Residence,Place Type,Other/Unknown,36,,,10/30/2024
2022,07,Occurrence,Total Population,Total Population,36749,,,10/30/2024
2022,07,Occurrence,Place Type,Hospital,36121,,,10/30/2024
2022,07,Occurrence,Place Type,Freestanding Birth Center,190,,,10/30/2024
2022,07,Occurrence,Place Type,Home,375,,,10/30/2024
2022,07,Occurrence,Place Type,Other/Unknown,63,,,10/30/2024
2022,07,Residence,Total Population,Total Population,36652,,,10/30/2024
2022,07,Residence,Place Type,Hospital,36038,,,10/30/2024
2022,07,Residence,Place Type,Freestanding Birth Center,189,,,10/30/2024
2022,07,Residence,Place Type,Home,375,,,10/30/2024
2022,07,Residence,Place Type,Other/Unknown,50,,,10/30/2024
2022,08,Occurrence,Total Population,Total Population,37993,,,10/30/2024
2022,08,Occurrence,Place Type,Hospital,37401,,,10/30/2024
2022,08,Occurrence,Place Type,Freestanding Birth Center,145,,,10/30/2024
2022,08,Occurrence,Place Type,Home,394,,,10/30/2024
2022,08,Occurrence,Place Type,Other/Unknown,53,,,10/30/2024
2022,08,Residence,Total Population,Total Population,37883,,,10/30/2024
2022,08,Residence,Place Type,Hospital,37300,,,10/30/2024
2022,08,Residence,Place Type,Freestanding Birth Center,145,,,10/30/2024
2022,08,Residence,Place Type,Home,393,,,10/30/2024
2022,08,Residence,Place Type,Other/Unknown,45,,,10/30/2024
2022,09,Occurrence,Total Population,Total Population,36052,,,10/30/2024
2022,09,Occurrence,Place Type,Hospital,35487,,,10/30/2024
2022,09,Occurrence,Place Type,Freestanding Birth Center,167,,,10/30/2024
2022,09,Occurrence,Place Type,Home,348,,,10/30/2024
2022,09,Occurrence,Place Type,Other/Unknown,50,,,10/30/2024
2022,09,Residence,Total Population,Total Population,35934,,,10/30/2024
2022,09,Residence,Place Type,Hospital,35378,,,10/30/2024
2022,09,Residence,Place Type,Freestanding Birth Center,168,,,10/30/2024
2022,09,Residence,Place Type,Home,347,,,10/30/2024
2022,09,Residence,Place Type,Other/Unknown,41,,,10/30/2024
2022,10,Occurrence,Total Population,Total Population,35549,,,10/30/2024
2022,10,Occurrence,Place Type,Hospital,35004,,,10/30/2024
2022,10,Occurrence,Place Type,Freestanding Birth Center,165,,,10/30/2024
2022,10,Occurrence,Place Type,Home,326,,,10/30/2024
2022,10,Occurrence,Place Type,Other/Unknown,54,,,10/30/2024
2022,10,Residence,Total Population,Total Population,35414,,,10/30/2024
2022,10,Residence,Place Type,Hospital,34878,,,10/30/2024
2022,10,Residence,Place Type,Freestanding Birth Center,163,,,10/30/2024
2022,10,Residence,Place Type,Home,326,,,10/30/2024
2022,10,Residence,Place Type,Other/Unknown,47,,,10/30/2024
2022,11,Occurrence,Total Population,Total Population,35238,,,10/30/2024
2022,11,Occurrence,Place Type,Hospital,34727,,,10/30/2024
2022,11,Occurrence,Place Type,Freestanding Birth Center,157,,,10/30/2024
2022,11,Occurrence,Place Type,Home,304,,,10/30/2024
2022,11,Occurrence,Place Type,Other/Unknown,50,,,10/30/2024
2022,11,Residence,Total Population,Total Population,35147,,,10/30/2024
2022,11,Residence,Place Type,Hospital,34643,,,10/30/2024
2022,11,Residence,Place Type,Freestanding Birth Center,157,,,10/30/2024
2022,11,Residence,Place Type,Home,304,,,10/30/2024
2022,11,Residence,Place Type,Other/Unknown,43,,,10/30/2024
2022,12,Occurrence,Total Population,Total Population,35672,,,10/30/2024
2022,12,Occurrence,Place Type,Hospital,35165,,,10/30/2024
2022,12,Occurrence,Place Type,Freestanding Birth Center,153,,,10/30/2024
2022,12,Occurrence,Place Type,Home,310,,,10/30/2024
2022,12,Occurrence,Place Type,Other/Unknown,44,,,10/30/2024
2022,12,Residence,Total Population,Total Population,35572,,,10/30/2024
2022,12,Residence,Place Type,Hospital,35064,,,10/30/2024
2022,12,Residence,Place Type,Freestanding Birth Center,154,,,10/30/2024
2022,12,Residence,Place Type,Home,310,,,10/30/2024
2022,12,Residence,Place Type,Other/Unknown,44,,,10/30/2024
2023,01,Occurrence,Total Population,Total Population,33869,,,10/30/2024
2023,01,Occurrence,Place Type,Hospital,33368,,,10/30/2024
2023,01,Occurrence,Place Type,Freestanding Birth Center,135,,,10/30/2024
2023,01,Occurrence,Place Type,Home,301,,,10/30/2024
2023,01,Occurrence,Place Type,Other/Unknown,65,,,10/30/2024
2023,01,Residence,Total Population,Total Population,33792,,,10/30/2024
2023,01,Residence,Place Type,Hospital,33297,,,10/30/2024
2023,01,Residence,Place Type,Freestanding Birth Center,135,,,10/30/2024
2023,01,Residence,Place Type,Home,302,,,10/30/2024
2023,01,Residence,Place Type,Other/Unknown,58,,,10/30/2024
2023,02,Occurrence,Total Population,Total Population,30619,,,10/30/2024
2023,02,Occurrence,Place Type,Hospital,30146,,,10/30/2024
2023,02,Occurrence,Place Type,Freestanding Birth Center,146,,,10/30/2024
2023,02,Occurrence,Place Type,Home,281,,,10/30/2024
2023,02,Occurrence,Place Type,Other/Unknown,46,,,10/30/2024
2023,02,Residence,Total Population,Total Population,30535,,,10/30/2024
2023,02,Residence,Place Type,Hospital,30068,,,10/30/2024
2023,02,Residence,Place Type,Freestanding Birth Center,145,,,10/30/2024
2023,02,Residence,Place Type,Home,281,,,10/30/2024
2023,02,Residence,Place Type,Other/Unknown,41,,,10/30/2024
2023,03,Occurrence,Total Population,Total Population,33150,,,10/30/2024
2023,03,Occurrence,Place Type,Hospital,32629,,,10/30/2024
2023,03,Occurrence,Place Type,Freestanding Birth Center,142,,,10/30/2024
2023,03,Occurrence,Place Type,Home,332,,,10/30/2024
2023,03,Occurrence,Place Type,Other/Unknown,47,,,10/30/2024
2023,03,Residence,Total Population,Total Population,33084,,,10/30/2024
2023,03,Residence,Place Type,Hospital,32575,,,10/30/2024
2023,03,Residence,Place Type,Freestanding Birth Center,139,,,10/30/2024
2023,03,Residence,Place Type,Home,332,,,10/30/2024
2023,03,Residence,Place Type,Other/Unknown,38,,,10/30/2024
2023,04,Occurrence,Total Population,Total Population,31025,,,10/30/2024
2023,04,Occurrence,Place Type,Hospital,30547,,,10/30/2024
2023,04,Occurrence,Place Type,Freestanding Birth Center,137,,,10/30/2024
2023,04,Occurrence,Place Type,Home,292,,,10/30/2024
2023,04,Occurrence,Place Type,Other/Unknown,49,,,10/30/2024
2023,04,Residence,Total Population,Total Population,30936,,,10/30/2024
2023,04,Residence,Place Type,Hospital,30473,,,10/30/2024
2023,04,Residence,Place Type,Freestanding Birth Center,137,,,10/30/2024
2023,04,Residence,Place Type,Home,290,,,10/30/2024
2023,04,Residence,Place Type,Other/Unknown,36,,,10/30/2024
2023,05,Occurrence,Total Population,Total Population,32868,,,10/30/2024
2023,05,Occurrence,Place Type,Hospital,32413,,,10/30/2024
2023,05,Occurrence,Place Type,Freestanding Birth Center,124,,,10/30/2024
2023,05,Occurrence,Place Type,Home,295,,,10/30/2024
2023,05,Occurrence,Place Type,Other/Unknown,36,,,10/30/2024
2023,05,Residence,Total Population,Total Population,32793,,,10/30/2024
2023,05,Residence,Place Type,Hospital,32342,,,10/30/2024
2023,05,Residence,Place Type,Freestanding Birth Center,123,,,10/30/2024
2023,05,Residence,Place Type,Home,297,,,10/30/2024
2023,05,Residence,Place Type,Other/Unknown,31,,,10/30/2024
2023,06,Occurrence,Total Population,Total Population,32777,,,10/30/2024
2023,06,Occurrence,Place Type,Hospital,32302,,,10/30/2024
2023,06,Occurrence,Place Type,Freestanding Birth Center,143,,,10/30/2024
2023,06,Occurrence,Place Type,Home,292,,,10/30/2024
2023,06,Occurrence,Place Type,Other/Unknown,40,,,10/30/2024
2023,06,Residence,Total Population,Total Population,32670,,,10/30/2024
2023,06,Residence,Place Type,Hospital,32205,,,10/30/2024
2023,06,Residence,Place Type,Freestanding Birth Center,143,,,10/30/2024
2023,06,Residence,Place Type,Home,291,,,10/30/2024
2023,06,Residence,Place Type,Other/Unknown,31,,,10/30/2024
2023,07,Occurrence,Total Population,Total Population,34348,,,10/30/2024
2023,07,Occurrence,Place Type,Hospital,33828,,,10/30/2024
2023,07,Occurrence,Place Type,Freestanding Birth Center,133,,,10/30/2024
2023,07,Occurrence,Place Type,Home,342,,,10/30/2024
2023,07,Occurrence,Place Type,Other/Unknown,45,,,10/30/2024
2023,07,Residence,Total Population,Total Population,34281,,,10/30/2024
2023,07,Residence,Place Type,Hospital,33771,,,10/30/2024
2023,07,Residence,Place Type,Freestanding Birth Center,132,,,10/30/2024
2023,07,Residence,Place Type,Home,340,,,10/30/2024
2023,07,Residence,Place Type,Other/Unknown,38,,,10/30/2024
2023,08,Occurrence,Total Population,Total Population,36068,,,10/30/2024
2023,08,Occurrence,Place Type,Hospital,35528,,,10/30/2024
2023,08,Occurrence,Place Type,Freestanding Birth Center,126,,,10/30/2024
2023,08,Occurrence,Place Type,Home,352,,,10/30/2024
2023,08,Occurrence,Place Type,Other/Unknown,62,,,10/30/2024
2023,08,Residence,Total Population,Total Population,35978,,,10/30/2024
2023,08,Residence,Place Type,Hospital,35437,,,10/30/2024
2023,08,Residence,Place Type,Freestanding Birth Center,126,,,10/30/2024
2023,08,Residence,Place Type,Home,351,,,10/30/2024
2023,08,Residence,Place Type,Other/Unknown,64,,,10/30/2024
2023,09,Occurrence,Total Population,Total Population,34544,,,10/30/2024
2023,09,Occurrence,Place Type,Hospital,34013,,,10/30/2024
2023,09,Occurrence,Place Type,Freestanding Birth Center,134,,,10/30/2024
2023,09,Occurrence,Place Type,Home,349,,,10/30/2024
2023,09,Occurrence,Place Type,Other/Unknown,48,,,10/30/2024
2023,09,Residence,Total Population,Total Population,34448,,,10/30/2024
2023,09,Residence,Place Type,Hospital,33923,,,10/30/2024
2023,09,Residence,Place Type,Freestanding Birth Center,133,,,10/30/2024
2023,09,Residence,Place Type,Home,351,,,10/30/2024
2023,09,Residence,Place Type,Other/Unknown,41,,,10/30/2024
2023,10,Occurrence,Total Population,Total Population,34948,,,10/30/2024
2023,10,Occurrence,Place Type,Hospital,34468,,,10/30/2024
2023,10,Occurrence,Place Type,Freestanding Birth Center,118,,,10/30/2024
2023,10,Occurrence,Place Type,Home,298,,,10/30/2024
2023,10,Occurrence,Place Type,Other/Unknown,64,,,10/30/2024
2023,10,Residence,Total Population,Total Population,34833,,,10/30/2024
2023,10,Residence,Place Type,Hospital,34364,,,10/30/2024
2023,10,Residence,Place Type,Freestanding Birth Center,118,,,10/30/2024
2023,10,Residence,Place Type,Home,296,,,10/30/2024
2023,10,Residence,Place Type,Other/Unknown,55,,,10/30/2024
2023,11,Occurrence,Total Population,Total Population,33477,,,10/30/2024
2023,11,Occurrence,Place Type,Hospital,32985,,,10/30/2024
2023,11,Occurrence,Place Type,Freestanding Birth Center,117,,,10/30/2024
2023,11,Occurrence,Place Type,Home,317,,,10/30/2024
2023,11,Occurrence,Place Type,Other/Unknown,58,,,10/30/2024
2023,11,Residence,Total Population,Total Population,33392,,,10/30/2024
2023,11,Residence,Place Type,Hospital,32902,,,10/30/2024
2023,11,Residence,Place Type,Freestanding Birth Center,117,,,10/30/2024
2023,11,Residence,Place Type,Home,316,,,10/30/2024
2023,11,Residence,Place Type,Other/Unknown,57,,,10/30/2024
2023,12,Occurrence,Total Population,Total Population,33587,,,10/30/2024
2023,12,Occurrence,Place Type,Hospital,33111,,,10/30/2024
2023,12,Occurrence,Place Type,Freestanding Birth Center,120,,,10/30/2024
2023,12,Occurrence,Place Type,Home,301,,,10/30/2024
2023,12,Occurrence,Place Type,Other/Unknown,55,,,10/30/2024
2023,12,Residence,Total Population,Total Population,33461,,,10/30/2024
2023,12,Residence,Place Type,Hospital,32993,,,10/30/2024
2023,12,Residence,Place Type,Freestanding Birth Center,120,,,10/30/2024
2023,12,Residence,Place Type,Home,302,,,10/30/2024
2023,12,Residence,Place Type,Other/Unknown,46,,,10/30/2024
